comments,id,value,user_id
"Great work. Clearly Understandable. Functions are of appropriate length, Codes are in appropriate methods, Code is very well commented, Code follows ruby style guide. Good naming.  ",1205936,-1,8103
Function names look good. And most of them have len < 20 which is good.  The tests make use of contexts effectively. This is great to see.    Yes more comments are required especially in the controller code telling why an approach was taken and what the function does.   ,1206768,1,8103
Code is clean and variable names are readable. Need a bit of formatting as some lines are not 'aligned' well. ,1203842,1,8103
" The code is well written, follows ruby guidelines and functions are of appropriate length.   No comments are provided what so ever, making the huge code change very difficult to follow.",1205494,1,8103
They do work as intended.,1208758,-1,8103
Cases mentioned seem to be working fine. Can be a bit descriptive about the steps though.,1207100,1,8103
All of the features mentioned by the author works successfully in the demonstration as well as in the manual tests performed by me.,1203864,-1,8103
The features work as intended however I am having trouble navigating and checking what are the differences between the original system and the improved system. Could have made a demo video showing the improvements or a step guide to follow.,1206622,1,8103
Could not detect any flaws. Works exactly as it has been been in the wiki. Good guidance. ,1205938,-1,8103
"Yes.  I suggestion, since they deployed the code and video, it would have been good if they put a view of the UI usage similar to what they have put as screen shots in the code.   ",1206770,1,8103
"Tested in the links given, the changes are working correct. The server is up and I was able to reflect the steps mentioned. ",1203844,-1,8103
"I can find where is the bookmarks page, but according to their screenshots I think their features work well.",1205204,-1,8103
The write-ups been written well. A small suggestion to the team would be to explain their solutions in more detail as it would better the understanding of what the project does. Also the team could use code snippets instead of screenshots of the code.,1208748,1,8103
The writeup seems apt. I had a little problem understanding the solution to problem 1 but otherwise it seems fine,1207090,1,8103
"The write-up is very clear and directs user to the main issue very well. The flow is very structured, in the sense that first it gives a high level view of what expertiza is, it then tells about the book-mark functionality, and then tells the problem and how they came up with the solution. One of the most professional wiki I've reviewed.",1203854,-1,8103
The method names and variable names are very well defined ! The best I have seen so far ! No clear explanation is given as to which files are edited for which reason. Only file names are stated along with changes made. Why the changes were made and what do those changes correct is not given.,1206612,1,8103
The writeup is clear. It is easy to understand what the project does.   ,1205928,-1,8103
Write up is good. Great job. However I could find few points that if rectified would make it even better.  It would be good if the problem statement could list the issue (hyperlinks) that are being fixed. That would make it easier to navigate Instead of pasting screen shot for solution it would have been good if few words detailing approach would be put. Post that screen shot could be put.  ,1206760,1,8103
"The write-up was splendid. All instructions were written thoroughly. I did not face any problem in understanding. Also, screenshots guided well",1203834,-1,8103
"Write-up clearly explains with screenshots what is done. However, does not say how the changes have been implemented.",1205486,1,8103
The test plan is not there.,1208751,1,8103
They have included a test model video in which all the test are passing. It looks complete,1207093,-1,8103
"Yes. The test plan is present in the writeup. Also, the links to youtube videos for the demonstration was particularly helpful too.",1203857,-1,8103
"The Test Plan was comprehensive. However, in the video they could have explained which screens and which methods they were testing instead of just showing some test cases pass on the screen.",1206615,1,8103
"The authors considered different pre-conditions, edge cases, invalid input values, and other possibilities and i clearly well written. Test Plan looks complete",1205931,-1,8103
"  Yes they have a test section. The amount of coverage added for the new tests is great. Keep it up, however I would have liked that the authors added more negative cases as part of t heir unit tests.  I see mostly the +ve test cases being handled in the tests.   ",1206763,1,8103
"Yes, I followed the youtube link to check the tests and they have tested the controllers. ",1203837,-1,8103
Testplen looks exhaustive and is explained well.,1205489,-1,8103
"They don't have Test Plan section, but they added some screenshots of the test result, I can see they have pretty good path coverage. But I can not know if they test edge cases or invalid input values without seeing their Test Plan.",1205197,-1,8103
The writeup is well written. But I feel there are some missing details about the project. The team could elaborate on the issues in the project and the solution that they have implemented. This way it would better in understanding how and why the authors did the work that they did.,1208749,1,8103
It mentions what they did but doesn't highlight why they chose to implement that way. Don't seem to have implemented any design pattern as well.,1207091,1,8103
"The writeup expalins clearly enough what the authors did. Though, the part of ""Why"" the authors did what they did isn't elaborated with much depth. From the authors perspective, the articles seems exhaustive and comprehensive, but for a person reviewing the article, who doesn't have much background of the problem at hand, the article make it tough to decipher why certain program is written the way it is. ",1203855,1,8103
"The authors do not explain why they did the word the way they did. Entirely new pages have been created with no indication as to why those pages were needed . Old redundant code has been commented but not deleted. Naming and code pattern wise, very good job.",1206613,1,8103
"Writeup does not mention anything about how the code works, alternative strategies possible or strategies they used.",1205487,1,8103
"The write-up only tells what is to be done and how it is done. The rational behind choosing the approach is not mentioned, neither are any of the principles mentioned. It has comparisons between the previous and new versions and why they made they made the necessary modifications.",1205929,1,8103
No. I think the authors should have mentioned why a particular solution was taken. What was the main driving force for taking the approach that they have taken. This was entirely missing. Pls work on that. They could also remove much of the commented code.        ,1206761,1,8103
"Yes, the problem statement was explained thoroughly. Also, the team very aptly described why the issue needs to be fixed. great work !",1203835,-1,8103
"I didn't find any information about how and why they did the work, they only show me what are the issues and the results after they fixed these issues, for example, in problem 2, they told me their is an average rating metric bug and they fixed the bug, but they said nothing about how they fixed the bug.",1205195,1,8103
"The write-up was splendid. All instructions were written thoroughly. I did not face any problem in understanding. Also, screenshots guided well",1203834,-1,8042
"Yes, the problem statement was explained thoroughly. Also, the team very aptly described why the issue needs to be fixed. great work !",1203835,-1,8042
"Yes, I followed the youtube link to check the tests and they have tested the controllers. ",1203837,-1,8042
The code follows standards. ,1203841,-1,8042
There was no test plan. Also all the test cases don't seem to have been written which is evident since the code coverage 46 percent.,1207143,-1,8024
They have added Rspec and Unit tests,1207920,-1,8024
All the cases in Test plan are included in the automated tests.,1204661,1,8024
Edge cases are covered as well.,1205335,-1,8024
Edge cases are covered as well.,1205335,-1,8048
"Yes, the admin has included the Test Plan cases in the automated tests. They have solved all the issues they were tasked with.",1208334,-1,8048
"Yes, the admin has included the Test Plan cases in the automated tests. They have solved all the issues they were tasked with.",1208334,-1,8024
There was no test plan. Also all the test cases don't seem to have been written which is evident since the code coverage 46 percent.,1207143,-1,8048
They have added Rspec and Unit tests,1207920,-1,8048
The build is passing the test coverage and the bullet points mentioned in the issues section have been properly implemented to achieve the desired result. All the issues have been implemented as discussed. ,1208781,-1,8048
All the cases in Test plan are included in the automated tests.,1204661,-1,8048
Test not passed,1205177,-1,8048
The build is passing the test coverage and the bullet points mentioned in the issues section have been properly implemented to achieve the desired result. All the issues have been implemented as discussed. ,1208781,-1,8024
The chnages made by the author seemed to follow most of the guidelines that a professional prgrammer should follow. The variable names were unambiguous and clearly stated what they stood for. Also the functions and classes did what they stated.,1207276,-1,8048
Pull request build passes well and there are no issues.,1208332,-1,8048
Test not passed,1205177,-1,8024
The names are very intuitive and one can easily understand the reason for each of the variables from their names. In addition the test coverage has increased however it is not very good.,1207141,1,8048
The chnages made by the author seemed to follow most of the guidelines that a professional prgrammer should follow. The variable names were unambiguous and clearly stated what they stood for. Also the functions and classes did what they stated.,1207276,-1,8024
The test code follows standards. Context messages can be shorter and precise. ,1207918,1,8048
Pull request build passes well and there are no issues.,1208332,-1,8024
The test code follows standards. Context messages can be shorter and precise. ,1207918,1,8024
The names are very intuitive and one can easily understand the reason for each of the variables from their names. In addition the test coverage has increased however it is not very good.,1207141,-1,8024
All the names suggest the functions well.,1204659,-1,8024
"The code for the export_file controller and models for question_advice are tested adequately with the questionnaires_controller sepc model file. The variables, methods and class names follow the general standard Ruby practices. ",1208779,-1,8024
"Except the comments, everything seemed to be fine. The code seemed to lack proper comments, and as a result of which, it took several seconds to determine why the author did what he did. Apart from that, the code seemed perfect. Functions were sufficiently long, and code was DRY enough too.",1207277,1,8024
"Well, the code looks good and very much follows the Ruby Style Guide. The code also is DRY. It looks well written and does not any changes.",1208333,-1,8024
The code overall seems dry. The functions are to the point and the code follows Ruby Style Guide.,1207142,-1,8024
They have added new test cases and hence code is not DRY. ,1207919,1,8024
"The team should add more comments for the codes include in the two issues, it is a little bit hard to follow what the author want to do without comments.",1204660,1,8024
The code contributed by the author contains long functions which are adequate and consistent considering the amount of task that is carried by each function. The team could improve upon the comments to enable high understanding of the flow of code written. The code does follow the Ruby style guide and supports the DRY principle.,1208780,1,8024
"The authors work seems to work fine in theory. But unfortunately, the link provided by the author does not work, and hence there was no way to manually test it. But the demonstration video provided was a big thumbs up.",1207279,1,8024
"The code for the export_file controller and models for question_advice are tested adequately with the questionnaires_controller sepc model file. The variables, methods and class names follow the general standard Ruby practices. ",1208779,-1,8048
All the names suggest the functions well.,1204659,-1,8048
"Except the comments, everything seemed to be fine. The code seemed to lack proper comments, and as a result of which, it took several seconds to determine why the author did what he did. Apart from that, the code seemed perfect. Functions were sufficiently long, and code was DRY enough too.",1207277,1,8048
"Yes, after testing the work manually, I could see that their features are working as intended.",1208335,-1,8024
Deployed link is not worKing,1207410,1,8024
The features do work as expected. The authors have implemented all that they claimed that they would do.,1207144,-1,8024
"Well, the code looks good and very much follows the Ruby Style Guide. The code also is DRY. It looks well written and does not any changes.",1208333,-1,8048
They have added new test cases and hence code is not DRY. ,1207919,1,8048
The link is not up. Could not test,1207921,1,8024
The code contributed by the author contains long functions which are adequate and consistent considering the amount of task that is carried by each function. The team could improve upon the comments to enable high understanding of the flow of code written. The code does follow the Ruby style guide and supports the DRY principle.,1208780,1,8048
"The team should add more comments for the codes include in the two issues, it is a little bit hard to follow what the author want to do without comments.",1204660,1,8048
"The link for the work can not be accessed, but according to the video they provided, the features works well.",1204662,-1,8024
The test cases written work as specified. The features are working as intended and the functionality is getting implemented with minimal errors. ,1208782,-1,8024
"The authors work seems to work fine in theory. But unfortunately, the link provided by the author does not work, and hence there was no way to manually test it. But the demonstration video provided was a big thumbs up.",1207279,1,8048
The URL is not working,1205170,1,8024
"Yes, after testing the work manually, I could see that their features are working as intended.",1208335,-1,8048
The features do work as expected. The authors have implemented all that they claimed that they would do.,1207144,-1,8048
"The writeup was clear enough to be understood by anyone familiar with developing or contributing on expertiza. It provided a high level view, and then dug deep into implmentation, which is great since it saves time, and also look concise. But for someone outside the domain of expertiza, it feels too sudden of a transition that it takes time and in many cases other resources to figure out why the author did what he did. But the overall flow and structure was very great.",1207269,1,8024
The link is not up. Could not test,1207921,1,8048
"I think it is well written, quite understandable. It clearly and adequately indicates the working functionality. I can understand what the project is about.",1208325,-1,8024
"The wiki document provides the necessary details about the project and the tasks performed by the team. It gives a general overview of the project implementations, the functionality carried out by the team. ",1208772,-1,8024
The test cases written work as specified. The features are working as intended and the functionality is getting implemented with minimal errors. ,1208782,-1,8048
Excellent writeup. The instructions were clear. The screenshots were apt. One suggestion: Could be shorter and precise.,1207911,1,8024
"The link for the work can not be accessed, but according to the video they provided, the features works well.",1204662,1,8048
The URL is not working,1205170,1,8048
The document clearly explains not only the problem statement but also what Expertiza actually is. It proceeds to explain how they solved the problem of the rubric criteria.,1207134,-1,8024
"The writeup was clear enough to be understood by anyone familiar with developing or contributing on expertiza. It provided a high level view, and then dug deep into implmentation, which is great since it saves time, and also look concise. But for someone outside the domain of expertiza, it feels too sudden of a transition that it takes time and in many cases other resources to figure out why the author did what he did. But the overall flow and structure was very great.",1207269,1,8048
The documentation is well done and gives a comprehensive overview of the project,1205326,-1,8048
The documentation is well done and gives a comprehensive overview of the project,1205326,-1,8024
"I think it is well written, quite understandable. It clearly and adequately indicates the working functionality. I can understand what the project is about.",1208325,-1,8048
The document clearly explains not only the problem statement but also what Expertiza actually is. It proceeds to explain how they solved the problem of the rubric criteria.,1207134,-1,8048
"Yes, the author did include test plans and test cases. Also the test cases seem sufficiently exhaustive to cover most of the edge cases.",1207272,-1,8024
Excellent writeup. The instructions were clear. The screenshots were apt. One suggestion: Could be shorter and precise.,1207911,1,8048
Test plan is nicely written and implemented,1205329,-1,8024
"The wiki document provides the necessary details about the project and the tasks performed by the team. It gives a general overview of the project implementations, the functionality carried out by the team. ",1208772,-1,8048
The Test Plan along with the existing issues and its solution is given.,1208328,-1,8024
"The description for the first issue is confusing, I am not very sure about what the function of the old version looks like. I am not sure what mean by the instructor under the instructor.",1204652,1,8048
"No test plan, even though they did have the task of testing the questionnaire controller",1207137,-1,8024
"Yes, the author did include test plans and test cases. Also the test cases seem sufficiently exhaustive to cover most of the edge cases.",1207272,-1,8048
Test plan is nicely written and implemented,1205329,-1,8048
The Test Plan along with the existing issues and its solution is given.,1208328,-1,8048
"Yes, the tests are thorough. Needs some formatting in the code.",1207914,1,8024
"No test plan, even though they did have the task of testing the questionnaire controller",1207137,-1,8048
"Yes, the tests are thorough. Needs some formatting in the code.",1207914,1,8048
"The writeup provides a gist of the project implementation stages. Though it does specifically include a test plan section, it has the list of tasks performed while testing for various scenarios as a part of the issues to be resolved section.",1208775,1,8024
"The writeup provides a gist of the project implementation stages. Though it does specifically include a test plan section, it has the list of tasks performed while testing for various scenarios as a part of the issues to be resolved section.",1208775,1,8048
The plan gives enough roles for the first issue to test if the code works well.,1204655,-1,8024
The plan gives enough roles for the first issue to test if the code works well.,1204655,-1,8048
"Yes, as mentioned earlier, this part was very aptly implemented by the author.",1207270,-1,8048
Explained Clearly,1205327,-1,8048
"Yes, as mentioned earlier, this part was very aptly implemented by the author.",1207270,0,8024
"Yes, the writeup explains explains how the authors did their work and they have mentioned the steps behind each functionality. Design principles are not used but overall quite nicely explained.",1208326,1,8048
Explained Clearly,1205327,-1,8024
"Yes, the writeup explains explains how the authors did their work and they have mentioned the steps behind each functionality. Design principles are not used but overall quite nicely explained.",1208326,1,8024
The document explains the different files which they had to change along with why the previous version was not up to par. Then they show their implementation of the file,1207135,-1,8048
The document explains the different files which they had to change along with why the previous version was not up to par. Then they show their implementation of the file,1207135,-1,8024
"The writeup describes the problem statements, solutions and the 'why' and 'how' of the problem. The screenshots were clear.",1207912,-1,8048
"The writeup describes the problem statements, solutions and the 'why' and 'how' of the problem. The screenshots were clear.",1207912,0,8024
"The writeup enlists a thorough report from the environment setup to the project build. It includes a proper check on the problem at hand, the approach to achieve the goals and the solution implemented. ",1208773,-1,8048
"The team has explained how to fix the issues but not clear enough, it is confusing what is each pre-existing methods they have used done and why these methods were used.",1204653,1,8048
"The team has explained how to fix the issues but not clear enough, it is confusing what is each pre-existing methods they have used done and why these methods were used.",1204653,1,8024
"They don not have any test plan, So I can not judge it",1208998,1,8117
The team has added test case for just one scenario. There is no test plan. It is advisable to add more test cases for all the methods in the sub classes to check if the existing functionality is not breaking.,1205159,1,8112
The test is explained with the file used in the tabular form. It would have been good to attach a screenshot of the test if possible.,1208935,1,8112
No automated tests.,1207848,1,8112
"this is refractoring project , doesn't involve new test cases . ",1204375,-1,8112
All the cases discussed in Test Plan have been converted into automated tests.,1206121,-1,8112
"Test case has been added, however no way to test it.",1204455,1,8112
They discussed just 1 test case and did implement it. Some more corner cases can be thought of.,1207254,1,8112
The team has separated the existing methods of a class in 2 sub classes. They have used meaningful names for same. The team has not added any new functions as per the wiki description.,1205157,-1,8112
The query is well mentioned but I would suggest the sql be mentioned in the below manner for code clarity. Select ... From table name where condition;,1208933,1,8112
Variable and method names seems to be appropriate.,1203719,-1,8112
The variable/method names and class names are intuitive and follow Ruby standards.,1206119,-1,8112
Almost all variable and method names are well-defined. Suggestion: Try to refactor method 'render_report' in module ReportFormatterHelper by using hash instead of really long case when statements.,1204453,1,8112
Code adheres to the Ruby coding standard. The team has also implemented strategy design pattern.,1205158,-1,8112
The code is more about the changes in the database and it does follow the standards.,1208934,-1,8112
The code follows Ruby Style Guide.,1207847,-1,8112
refactoring is done really well. there were no violation of DRY principle,1204374,-1,8112
The code follows DRY principle. None of the methods needs to be broken down into separate components.,1206120,-1,8112
 review_response_map - can be modularize. Extract the various finction and write new methods for each.,1203720,1,8112
"Really nice-code with implementation of strategy pattern. Code follows DRY principle However, render_report method is long.",1204454,1,8112
the code is well written but few more comments before every function could have made it easier to understand the code.,1207253,1,8112
Code is concise as mentioned  Methods are extracted into separate methods Comments are sufficient I could understand it The code is as per Ruby guide Most of them are DRY code,1206044,-1,8112
The features are working as per intended plan of work.,1205160,-1,8112
The features do work as per the mentioned functionalities. There are some suggestions mentioned and would be good to include test cases for the same in future.,1208936,1,8112
No link provided of the deployed application or screencast video where I can see the changes done.,1203722,1,8112
No link to the application or a screencast of manual testing.   Suggestion: You can try to add screenshots of the testing performed and attach it to the writeup,1204456,1,8112
Couldn't test the features as no information regarding logging in credentials were provided anywhere.,1207255,-1,8112
Most of the edge cases cover ,1206046,-1,8112
The write up addresses the problem statement and explains about the background of the functionality.,1205150,-1,8112
"Yes, the wiki does explain the functionalities well. Could have been better to have more attributes in the subclasses in the diagram. This could help the user know about the details of the strategy pattern used.",1208926,1,8112
writeup is clear and easy to understand . it covers all the work,1204366,-1,8112
Doesn't contain the snapshots of the code that was changed.,1207839,1,8112
Very well written. ,1203712,-1,8112
The writeup gives us enough clarity to understand what the project is about.,1206112,-1,8112
The report is detailed enough to explain the approach taken to refactor the code.  ,1204446,-1,8112
Very well written. The purpose was clear!,1207245,-1,8112
Yes the write up is concise ,1206036,-1,8112
The team has not included the test plan to explain the end user about the steps for testing the functionality.,1205153,1,8112
"The test is added under the Test Added section and is well explained under the tabular form. Could have produced a screenshot of the test, if it was a possibility to generate. This helps the future teams to know what kind of test result to expect.",1208929,1,8112
Just contains the test name and file name. Doesn't show how the test was done and the output obtained.,1207842,1,8112
Edge cases missing from the test case. Write more test cases with invalid input types. Example - give a string to an int type and raise an error accordingly.,1203715,1,8112
"Since the project involved deletion of obsolete methods and SQL, it would be good to explicitly state in the test plan if there were any tests previously that used these methods/SQL. Also, if they are present they need to be modified. ",1206115,1,8112
Authors have converted test plan into an appropriate test case. Suggestion:   The authors can improve the writeup if they elaborate more on the testing approach used for the newly added code.,1204449,1,8112
just one scenario has been tested and couldn't see any further test plan documented. ,1207248,1,8112
"The team has done great job by describing the approach and explaining same in detail by adding a pictorial representation of the pattern used. However, it would be more helpful if the team could add details about the names of the classes and the exact code changes done in the wiki page. As it would help anyone in future to understand what are the exact changes implemented. In this way the comparing code with the original code in github can be avoided.",1205151,1,8112
"Yes, it does explain the previous functionality and their changes will take affect. The explanation is done with diagram as well as the query.",1208927,-1,8112
"Yes, explains well.",1207840,-1,8112
clearly explained about the implementation and usage of the strategy pattern ,1204367,-1,8112
Yes very well written. I would have given full marks if you would have added code snippet and screenshot of the before and after feature. Visually it would have been great to understand the changes quickly.,1203713,1,8112
It would be good if the functionality of the obsolete methods(that were removed during the refactoring) is mentioned; and also explain why they were obsolete.,1206113,1,8112
The authors clearly explain how they refactored the code.  ,1204447,-1,8112
They explained how they used Strategy Pattern and why they used it. Loved the walkthrough!,1207246,-1,8112
I could see a clear description of the changes and good naming conventions ,1206037,-1,8112
The test plan was not present. But the team have done a good job in implementing tests.,1208757,1,8050
"Yes, it looks they have converted all the cases into the Test Plan.",1207099,-1,8050
The test cases have been developed into automated tests however edge cases or failing cases have not been considered. Only simple and straightforward scenarios have been tested. The video shows the test cases and the document shows the coverage. The document is well made.,1206621,1,8050
Good work on including test cases. The app works fine after testing.,1205937,-1,8050
Yes most of them but they have not added any automated integration tests. Unit testing has been done and is great to see such detailed tests,1206769,1,8050
All the test plan is converted to automated testing.,1205495,-1,8050
They did not have a Test Plan.,1205203,1,8050
The variable and method names are apt.,1208755,-1,8050
Class and variables are name correctly. get_bookmark_rating_response_map is an not an apt name for a function. The word bookmark can be omitted in function and variable names inside the bookmark controller. .when a student requests a bookmark it should show a bookmark test is failing,1207097,1,8050
"Yes. the variables have been very keenly named. Especially in the file, _rubric.html.erb, the variables are very accurately and effectively named, as there could have been much confusion otherwise. Kudos for that.",1203861,-1,8050
All methods and variables are suggestive of the functionality. Only some of the code changes are explained and reason of taking a particular problem solving approach is lacking. ,1206619,1,8050
"The variables, methods and class names are aptly named. I could not find names which are not suggestive of functionality.",1205935,-1,8050
"Build fails, pls look into it.  BookmarkRatingResponseMap has been replaced by BookmarkRatingQuestionnaire but the earlier naming convention just by looking at the name let the reader understand the data structure being used. I would have liked similar approach here.    ",1206767,1,8050
The code follows standards. ,1203841,-1,8050
"Use of a few variables is hard to understand. For e.g. : x.assignment.id  Otherwise, most variables and classes are aptly named.",1205493,1,8050
There aren't any test cases listed in the writeup. Can explain the test cases a bit in the github commit message.,1206351,1,8089
Test plan not included,1208829,1,8089
Testing has been done well. Testing could have been more extensive. Currently the system only tests if the responses are correct for proper input. Blank or no input or failing cases should also have been tested.,1208411,1,8089
Everything seems to be working fine,1203963,-1,8089
Existing test cases have been fixed for review feedback by a team instead of a team member.,1207547,-1,8089
No cases were mentioned in the Test Plan hence could not tell it is converted into automated tests. Please elaborate it.  ,1206267,1,8089
"As stated above, the writeup has a missing test plan which could be added by the team for the second iteration of the submission.",1208087,1,8089
Couldn't see any testing being done.,1207163,1,8089
The team has modified the existing test cases to cover the new changes made. But this is not detailed in the Test Plan. ,1204027,1,8089
Naming looks fine. Could probably have used is_submitted? instead of is_submitted.,1206349,1,8089
Naming of classes and variables are apt.,1208827,-1,8089
All methods and variables are suggestive of the functionality. The vm_question_reponse table could have been named/edited to be named in a more descriptive way. I do not understand what is the meaning of VM.,1208409,1,8089
"Everything looks fine, except for a few places where there are issues with indentation.",1203961,1,8089
All method names are suggestive of the functionality they provide.,1207545,-1,8089
"A small suggestion , new_feedback --> author_new_feedback The variables, methods and class names are aptly named. I could not find names which are not suggestive of functionality.",1206265,1,8089
The team has properly used the naming conventions for variables and functions. The functionality could be easily interpreted by reading the name,1208085,-1,8089
The code follows the DRY principle.,1208756,-1,8050
3,1207098,-1,8050
"All the names are reasonable except for a few like the function name ""get_feedback_assessments_for"". It is ambiguous as to what the function will be doing.",1207161,1,8089
The code follows most of the standard practices except the 3rd one. It does falls short of comments. It took a very long time to make sense of what the changes made by the author in a particular file does. This scenario could be improved in the future iterations.,1203862,1,8050
grades_helper.rb:62 The parameter id is not descriptive enough. Please consider changing it to be more descriptive. ,1204025,1,8089
Basic test cases are covered in the test plan,1208986,-1,8106
More comments are needed because I had trouble following what the code was doing in some places. The code follows Ruby Style Guide and is DRY in its design. Functions are small in size and naming conventions have been followed. Good work in this area.,1206620,1,8050
"Team has taken care of test plan with automated test cases. As mention by team, they have implemented capybara testing and has good understanding of it.",1206077,-1,8106
All tests added pass.,1204523,-1,8106
"Great work. Clearly Understandable. Functions are of appropriate length, Codes are in appropriate methods, Code is very well commented, Code follows ruby style guide. Good naming.  ",1205936,-1,8050
"Yes, the admin has included the Test Plan cases in the automated tests.",1207963,-1,8106
Include test cases for negative scenarios as well.,1203897,-1,8106
Function names look good. And most of them have len < 20 which is good.  The tests make use of contexts effectively. This is great to see.    Yes more comments are required especially in the controller code telling why an approach was taken and what the function does.   ,1206768,1,8050
"The code has comments at the beginning of the functionality. Could have added some more comments where the functions are larger for followup. Can add why a certain change in the fetching process was made, so that next time it can be referred while coding further.",1206350,1,8089
Up to standards with ruby coding practices,1208828,-1,8089
"As given in wiki for their test plan,  The admin tests include building and deleting both Administrator and Instructor accounts using Capybara for testing the front-end web functionality. it 'delete instructor successfully' do it 'delete admin successfully' do To test the role creation, Capybara was again used to check that the web page did not have any button for ""New Role"" and that navigating to the page manually resulted in an error. it 'should not create a new role and redirect to index page when ""new"" method is called' do.   Although they havent explained the edge cases and negative inputs in the wiki, their test cases cover whatever has been discussed",1207242,1,8106
Code is clean and variable names are readable. Need a bit of formatting as some lines are not 'aligned' well. ,1203842,1,8050
I do not see any test plan in the writeup.,1203907,1,8106
More comments are needed because I am having trouble following the code. The code follows Ruby Style Guide and is DRY in its design. Functions are small in size and naming conventions have been followed. Good work in this area.,1208410,1,8089
The code is well modularized and separate methods have been created to provide different functionality. eg: added get_feedback_assessment method to add feedback for a team.,1207546,-1,8089
"Methods, variables and class names are well defined as per the standards. ",1208984,-1,8106
" The code is well written, follows ruby guidelines and functions are of appropriate length.   No comments are provided what so ever, making the huge code change very difficult to follow.",1205494,1,8050
The code has all 5 of the following characteristics: (i) is DRY (ii) follows Ruby style guide (iii) is commented (iv) does not contain long methods (v) variables and functions are properly named.,1206266,-1,8089
"The team has done well to follow the Ruby Style Guide and has ensured to keep the code DRY. However, my suggesstion is to add comments in the code for the reader to follow the code easily.",1208086,1,8089
They do work as intended.,1208758,-1,8050
"The comments were sparse. Maybe, coming up with a few words before every method would make the project more understandable.",1207162,1,8089
Cases mentioned seem to be working fine. Can be a bit descriptive about the steps though.,1207100,1,8050
The team has done a good job of maintaining the code DRY and as neat as possible. No suggestions to improve.,1204026,-1,8089
All of the features mentioned by the author works successfully in the demonstration as well as in the manual tests performed by me.,1203864,-1,8050
The features work as intended however I am having trouble navigating and checking what are the differences between the original system and the improved system. Could have made a demo video showing the improvements or a step guide to follow.,1206622,1,8050
Could not detect any flaws. Works exactly as it has been been in the wiki. Good guidance. ,1205938,-1,8050
"Variables, methods and class names are given professionally with reasonable meaning. The names very well indicate the functionality to be performed by the name/variable.  ",1206075,-1,8106
The code added in the project uses intuitive naming conventions. Good job guys !!,1204521,-1,8106
Pull request build passe well and there are no issues.,1207961,-1,8106
"Yes.  I suggestion, since they deployed the code and video, it would have been good if they put a view of the UI usage similar to what they have put as screen shots in the code.   ",1206770,-1,8050
Build is failing. Correct it by understanding the reason. Good job on Ruby standards for the naming convention.,1203893,1,8106
The code seems to work for basic required functionality. Need to add more number of edge cases with test results where there is a possibility of a failure and a look into the work around is required.,1206352,1,8089
"Tested in the links given, the changes are working correct. The server is up and I was able to reflect the steps mentioned. ",1203844,-1,8050
features are working as intended.,1208830,-1,8089
Function names seemed to be clear enough and satisfactory.,1208767,-1,8106
Names are clearly used and defined as given. def remove_administrator redirect_to action: 'list_administrators def remove_instructor  ,1207240,-1,8106
"I can find where is the bookmarks page, but according to their screenshots I think their features work well.",1205204,-1,8050
The newly added code does not resolve the previous issues to great extent.,1203905,1,8106
The author's work runs smoothly. It could have been better had they provided a short demo video. I could not figure out where were the changes made in the system. They could have written the navigation steps. Directly giving the flow without any context is tough to understand.,1208412,1,8089
Functions are not long but are sufficient enough to understand what changes are made and how they are implemented,1208985,-1,8106
"1. Function written are simple, crisp and clear. No long functions or dead lines of codes 2. Team has taken care of modularization. No part of code needs to be added as separate  method 3. Code and names given to variable do help to understand the flow of the code. 4. Code follows Ruby style guide. 5. DRY principle is followed very well within the two functions changed.",1206076,-1,8106
"I would only suggest you to add more comments to your code. I know that no comments were previously added for you to feed off of, but I guess a major aspect of these OSS projects is to add as many comments as possible to the existing code.",1204522,1,8106
"Well, the code looks good and very much follows the Ruby Style Guide. The code also is DRY. It looks well written and does not any changes.",1207962,-1,8106
The write-ups been written well. A small suggestion to the team would be to explain their solutions in more detail as it would better the understanding of what the project does. Also the team could use code snippets instead of screenshots of the code.,1208748,1,8050
"method remove_instructor is written twice in the same file, delete it.",1203895,1,8106
The code seemed fine and follows the ruby guide style. I could understand the flow of the code and what different functions did.,1208768,-1,8106
The writeup seems apt. I had a little problem understanding the solution to problem 1 but otherwise it seems fine,1207090,1,8050
"They have explained about how they are using DRY principles in wiki. Refactoring a new method like,  def self.destroy_helper(params, position) in (users_controller.rb) clearly explains the DRY method being used ",1207241,-1,8106
"The write-up is very clear and directs user to the main issue very well. The flow is very structured, in the sense that first it gives a high level view of what expertiza is, it then tells about the book-mark functionality, and then tells the problem and how they came up with the solution. One of the most professional wiki I've reviewed.",1203854,-1,8050
Functions are really small and absurd. Does not go along Ruby Style guide.,1203906,1,8106
The deployed setup cant be reached. The site is not up.,1208987,1,8106
"I have manually tested the changed functionalities and issues are taken care very well. Team has given justice to problem statement assigned to them, but with in the scope of issue assigned. Also taken care of edge cases. ",1206078,-1,8106
The code works well for edge cases as well. As they mentioned in the wiki sometimes the app throws an error (in English or SQL). It would be nice to know if they could debug a little and find out in which case the SQLException is thrown and in which case the English (handled) error is thrown.,1204524,1,8106
"Yes, after testing the work manually, I could see that their features are working as intended.",1207964,-1,8106
Code works.,1203899,-1,8106
I could get things working.,1203964,-1,8089
Manually tested the functionality of teammate review. Working as expected.,1207548,-1,8089
The features are working as expected in this project. The views have changed to fit the new implementation.,1206010,-1,8089
